Opponent's deck,Player's deck,Crowns taken,Win
"['Royal Giant', 'Witch', 'Tombstone', 'The Log', 'Barbarian Barrel', 'Little Prince', 'Bats', 'Miner']","['Firecracker', 'Valkyrie', 'Bandit', 'The Log', 'P.E.K.K.A', 'Battle Ram', 'Electro Wizard', 'Fireball']","[1, 0]",1
"['Goblin Gang', 'Valkyrie', 'Goblin Barrel', 'Princess', 'Inferno Tower', 'The Log', 'Rocket', 'Fire Spirit']","['Firecracker', 'Valkyrie', 'Bandit', 'The Log', 'P.E.K.K.A', 'Battle Ram', 'Electro Wizard', 'Fireball']","[3, 0]",1
"['Zap', 'Minions', 'Battle Ram', 'Poison', 'Dark Prince', 'P.E.K.K.A', 'Bandit', 'Electro Wizard']","['Archers', 'Arrows', 'Goblins', 'Giant', 'Bowler', 'Graveyard', 'Giant Snowball', 'Little Prince']","[0, 3]",0
"['Firecracker', 'Inferno Dragon', 'Mini P.E.K.K.A', 'Skeleton Army', 'P.E.K.K.A', 'Valkyrie', 'Zap', 'Tombstone']","['Knight', 'Goblin Barrel', 'Rocket', 'Princess', 'The Log', 'Inferno Tower', 'Ice Spirit', 'Goblin Gang']","[1, 0]",1
"['Skeletons', 'Knight', 'Firecracker', 'The Log', 'Goblin Barrel', 'Inferno Tower', 'Ice Spirit', 'Rocket']","['Knight', 'Goblin Barrel', 'Rocket', 'Princess', 'The Log', 'Inferno Tower', 'Ice Spirit', 'Goblin Gang']","[1, 0]",1
"['Miner', 'Giant', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Prince', 'Fireball', 'Zap', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Ice Golem', 'Skeletons', 'Royal Recruits', 'Arrows', 'Firecracker', 'Rocket', 'Inferno Tower', 'Princess', 'Goblin Gang', 'Valkyrie', 'Goblin Barrel', 'The Log', 'Ice Spirit']","['X-Bow', 'Arrows', 'Valkyrie', 'Rocket', 'Goblins', 'Archers', 'Tesla', 'Barbarian Barrel', 'Hog Rider', 'Musketeer', 'The Log', 'Cannon', 'Fireball', 'Skeletons', 'Ice Spirit', 'Ice Golem', 'Battle Ram', 'Zap', 'Magic Archer', 'P.E.K.K.A', 'Bandit', 'Poison', 'Royal Ghost', 'Electro Wizard']","[2, 1]",1
"['Archers', 'Knight', 'Bats', 'Mini P.E.K.K.A', 'Goblin Barrel', 'Bomber', 'Baby Dragon', 'Balloon']","['Hog Rider', 'Golden Knight', 'Royal Ghost', 'Royal Hogs', 'Musketeer', 'Bandit', 'Balloon', 'Battle Ram', 'Goblin Gang', 'Magic Archer', 'Royal Recruits', 'Elite Barbarians']","[0, 3]",0
"['Balloon', 'Mini P.E.K.K.A', 'The Log', 'Firecracker', 'Witch', 'Furnace', 'Lumberjack', 'Musketeer']","['Hog Rider', 'Golden Knight', 'Royal Ghost', 'Royal Hogs', 'Musketeer', 'Bandit', 'Balloon', 'Battle Ram', 'Goblin Gang', 'Magic Archer', 'Royal Recruits', 'Elite Barbarians']","[0, 3]",0
"['Elixir Collector', 'Rage', 'Heal Spirit', 'Fire Spirit', 'Electro Spirit', 'Inferno Dragon', 'Elixir Golem', 'Mirror']","['Hog Rider', 'Golden Knight', 'Royal Ghost', 'Royal Hogs', 'Musketeer', 'Bandit', 'Balloon', 'Battle Ram', 'Goblin Gang', 'Magic Archer', 'Royal Recruits', 'Elite Barbarians']","[3, 0]",1
"['Mega Knight', 'Dark Prince', 'Electro Wizard', 'Firecracker', 'P.E.K.K.A', 'Prince', 'Inferno Dragon', 'Baby Dragon', 'Mini P.E.K.K.A', 'Golden Knight', 'Executioner', 'Elite Barbarians']","['Firecracker', 'Goblin Giant', 'Elite Barbarians', 'Electro Dragon', 'Lumberjack', 'Lightning', 'Monk', 'Phoenix']","[0, 3]",0
"['Tesla', 'Firecracker', 'Goblins', 'Mighty Miner', 'Earthquake', 'The Log', 'Hog Rider', 'Ice Spirit']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Ice Golem', 'Three Musketeers', 'Elite Barbarians', 'Elixir Collector', 'Heal Spirit', 'Bandit', 'Barbarian Barrel', 'Little Prince']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[0, 1]",0
"['Firecracker', 'Valkyrie', 'Lumberjack', 'Tombstone', 'Flying Machine', 'Arrows', 'Baby Dragon', 'Golem']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Firecracker', 'Knight', 'Goblins', 'Hog Rider', 'Electro Spirit', 'The Log', 'Fireball', 'Bomb Tower']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Mortar', 'Skeletons', 'Miner', 'Little Prince', 'Knight', 'Ice Spirit', 'Poison', 'The Log']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Knight', 'Spear Goblins', 'The Log', 'Tornado', 'Magic Archer', 'Wall Breakers', 'Miner', 'Bomb Tower']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[0, 1]",0
"['Mortar', 'Knight', 'Firecracker', 'Ice Spirit', 'Earthquake', 'Spear Goblins', 'The Log', 'Tornado']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[3, 0]",1
"['Inferno Tower', 'Goblin Barrel', 'Skeleton Army', 'Miner', 'Princess', 'Fireball', 'The Log', 'Minion Horde']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Archers', 'Knight', 'Electro Wizard', 'P.E.K.K.A', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Zap']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Mega Knight', 'Archers', 'Wizard', 'Zap', 'The Log', 'Skeleton Army', 'Goblin Barrel', 'Valkyrie']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Mega Knight', 'Witch', 'Goblin Barrel', 'Bomber', 'The Log', 'Hog Rider', 'Princess', 'Mini P.E.K.K.A']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Knight', 'Sparky', 'Executioner', 'Hog Rider', 'Fireball', 'Goblin Gang', 'Tornado', 'The Log']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Firecracker', 'Knight', 'Hog Rider', 'Ice Spirit', 'The Log', 'Earthquake', 'Tesla', 'Guards']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Royal Giant', 'The Log', 'Goblins', 'Electro Spirit', 'Phoenix', 'Fisherman', 'Royal Ghost', 'Fireball']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Firecracker', 'Mighty Miner', 'Hog Rider', 'The Log', 'Earthquake', 'Bomb Tower', 'Goblins', 'Ice Spirit']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Skeletons', 'Ice Spirit', 'Cannon', 'The Log', 'Fireball', 'Ice Golem', 'Musketeer', 'Hog Rider']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Firecracker', 'Skeleton Army', 'Rage', 'Minion Horde', 'Arrows', 'Night Witch', 'Giant', 'Little Prince']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Firecracker', 'Knight', 'Earthquake', 'The Log', 'Skeletons', 'Tesla', 'Ice Spirit', 'Hog Rider']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Firecracker', 'Skeleton Army', 'Goblin Barrel', 'Arrows', 'Inferno Tower', 'Mega Knight', 'Zap', 'Lumberjack']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Knight', 'Firecracker', 'Hog Rider', 'Skeletons', 'Ice Spirit', 'Cannon', 'The Log', 'Earthquake']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Bats', 'Skeletons', 'Elixir Collector', 'Electro Giant', 'Tornado', 'Electro Dragon', 'Little Prince', 'Elite Barbarians']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Archers', 'Knight', 'Poison', 'The Log', 'Ram Rider', 'Little Prince', 'P.E.K.K.A', 'Royal Ghost']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[0, 1]",0
"['Barbarians', 'Elixir Collector', 'Barbarian Barrel', 'Zappies', 'Lightning', 'Archer Queen', 'Arrows', 'Mega Knight']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[0, 1]",0
"['Hog Rider', 'Mega Knight', 'Baby Dragon', 'Musketeer', 'Royal Ghost', 'Poison', 'Zap', 'Dark Prince']","['Barbarians', 'Mega Minion', 'Bomb Tower', 'Fireball', 'Giant', 'Musketeer', 'The Log', 'Firecracker']","[1, 0]",1
"['Firecracker', 'Inferno Tower', 'Tornado', 'Valkyrie', 'The Log', 'Electro Wizard', 'Hog Rider', 'Bowler']","['Barbarians', 'Firecracker', 'Giant', 'Mega Minion', 'Bomb Tower', 'Musketeer', 'Fireball', 'The Log']","[1, 0]",1
"['Skeletons', 'Knight', 'Fireball', 'Little Prince', 'Hog Rider', 'Tesla', 'Arrows', 'Ice Spirit']","['Mortar', 'Little Prince', 'Miner', 'The Log', 'Ice Spirit', 'Guards', 'Tornado', 'Poison']","[0, 3]",0
"['Royal Recruits', 'Firecracker', 'Flying Machine', 'Tornado', 'Goblin Cage', 'Poison', 'Arrows', 'Electro Giant']","['Mortar', 'Little Prince', 'Miner', 'The Log', 'Ice Spirit', 'Guards', 'Tornado', 'Poison']","[0, 1]",0
"['Mini P.E.K.K.A', 'Mega Knight', 'Valkyrie', 'Elixir Collector', 'Giant Snowball', 'Battle Ram', 'Flying Machine', 'Dart Goblin']","['Mortar', 'Little Prince', 'Miner', 'The Log', 'Ice Spirit', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Mini P.E.K.K.A', 'Mega Knight', 'Valkyrie', 'Elixir Collector', 'Giant Snowball', 'Battle Ram', 'Flying Machine', 'Dart Goblin']","['Mortar', 'Little Prince', 'Miner', 'The Log', 'Ice Spirit', 'Guards', 'Tornado', 'Poison']","[0, 1]",0
"['Knight', 'Skeletons', 'Rocket', 'Ice Spirit', 'The Log', 'Goblin Barrel', 'Princess', 'Tesla']","['Mortar', 'Little Prince', 'Miner', 'The Log', 'Ice Spirit', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Skeleton Army', 'Bomber', 'Elite Barbarians', 'Mortar', 'Rascals', 'Wizard', 'Skeletons', 'Battle Ram']","['Mortar', 'Little Prince', 'Miner', 'The Log', 'Ice Spirit', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Firecracker', 'Lumberjack', 'Inferno Dragon', 'Arrows', 'Electro Wizard', 'Hog Rider', 'Archer Queen', 'Mega Knight']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[0, 1]",0
"['Royal Giant', 'Knight', 'Wizard', 'Skeleton Army', 'Inferno Dragon', 'The Log', 'Fireball', 'Baby Dragon']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Balloon', 'Lava Hound', 'Tesla', 'Ice Golem', 'Earthquake', 'Electro Spirit', 'Night Witch', 'Inferno Dragon']","['Hunter', 'Magic Archer', 'Spear Goblins', 'Fireball', 'Heal Spirit', 'Knight', 'Miner', 'Goblin Barrel']","[1, 0]",1
"['Princess', 'Goblin Giant', 'Valkyrie', 'Three Musketeers', 'Earthquake', 'Barbarian Barrel', 'Elixir Collector', 'Heal Spirit']","['Minions', 'Goblin Cage', 'Lightning', 'Giant Snowball', 'Goblin Barrel', 'Tesla', 'Giant Skeleton', 'Baby Dragon']","[0, 3]",0
"['Executioner', 'Archers', 'Hog Rider', 'Freeze', 'Goblin Barrel', 'Rage', 'Giant', 'Goblin Gang']","['Fire Spirit', 'Ice Golem', 'Fireball', 'Royal Ghost', 'Giant Snowball', 'Royal Hogs', 'Tesla', 'Wizard']","[1, 0]",1
"['Skeletons', 'Tesla', 'Firecracker', 'Earthquake', 'Ice Spirit', 'Hog Rider', 'The Log', 'Knight']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Bats', 'Mini P.E.K.K.A', 'Arrows', 'Bomb Tower', 'Zap', 'Sparky', 'Goblin Giant', 'Mirror']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[0, 3]",0
"['Firecracker', 'Skeletons', 'Goblin Gang', 'Golden Knight', 'Goblin Barrel', 'Inferno Tower', 'Princess', 'Dart Goblin']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[0, 1]",0
"['Mortar', 'Knight', 'Spear Goblins', 'Firecracker', 'The Log', 'Tornado', 'Bats', 'Rocket']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Firecracker', 'Bomber', 'Skeleton Dragons', 'Arrows', 'Earthquake', 'Mighty Miner', 'Electro Giant', 'Electro Wizard']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[1, 0]",1
"['Firecracker', 'Bats', 'Mega Knight', 'Goblin Barrel', 'Ice Wizard', 'The Log', 'Baby Dragon', 'Skeleton Army']","['Mortar', 'Firecracker', 'Knight', 'The Log', 'Spear Goblins', 'Guards', 'Tornado', 'Poison']","[0, 1]",0
"['Skeletons', 'Royal Hogs', 'Ice Spirit', 'Bomb Tower', 'Earthquake', 'Royal Delivery', 'The Log', 'Archer Queen']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[0, 1]",0
"['Barbarians', 'Knight', 'Goblin Giant', 'Sparky', 'Electro Wizard', 'Mega Minion', 'Zap', 'Rage']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[0, 1]",0
"['Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Arrows', 'Zap', 'Lava Hound', 'Miner', 'Balloon']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[1, 2]",0
"['Mortar', 'Bomber', 'Miner', 'Musketeer', 'Knight', 'Poison', 'Ice Spirit', 'The Log']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[0, 1]",0
"['Bats', 'Graveyard', 'Night Witch', 'Giant', 'Bowler', 'Skeleton Army', 'Arrows', 'Giant Snowball']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[1, 0]",1
"['Knight', 'Bomber', 'Lightning', 'Tornado', 'Barbarian Barrel', 'Archer Queen', 'Goblin Cage', 'Electro Giant']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[1, 0]",1
"['Knight', 'Skeletons', 'Wall Breakers', 'Magic Archer', 'Miner', 'Bomb Tower', 'Tornado', 'The Log']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[1, 0]",1
"['Bomber', 'Knight', 'Miner', 'Arrows', 'Little Prince', 'Bomb Tower', 'Poison', 'Wall Breakers']","['Bats', 'Executioner', 'Bandit', 'Miner', 'Guards', 'Mega Knight', 'Tornado', 'The Log']","[0, 1]",0
"['Archers', 'Mini P.E.K.K.A', 'Bomber', 'Electro Wizard', 'Balloon', 'Electro Giant', 'The Log', 'Arrows']","['Firecracker', 'Guards', 'Royal Recruits', 'Dark Prince', 'Executioner', 'Bats', 'Giant Skeleton', 'Mega Knight', 'Goblin Cage', 'P.E.K.K.A', 'Tesla', 'Royal Hogs']","[0, 3]",0
"['Night Witch', 'Giant', 'Executioner', 'Goblin Gang', 'P.E.K.K.A', 'Zap', 'Poison', 'Wall Breakers']","['Firecracker', 'Guards', 'Royal Recruits', 'Dark Prince', 'Executioner', 'Bats', 'Giant Skeleton', 'Mega Knight', 'Goblin Cage', 'P.E.K.K.A', 'Tesla', 'Royal Hogs']","[0, 3]",0
"['Skeleton King', 'Sparky', 'Arrows', 'Battle Healer', 'X-Bow', 'Spear Goblins', 'Witch', 'Dark Prince']","['Firecracker', 'Guards', 'Royal Recruits', 'Dark Prince', 'Executioner', 'Bats', 'Giant Skeleton', 'Mega Knight', 'Goblin Cage', 'P.E.K.K.A', 'Tesla', 'Royal Hogs']","[3, 0]",1
"['Barbarians', 'Princess', 'Goblin Barrel', 'Mega Knight', 'Ram Rider', 'Balloon', 'Baby Dragon', 'Prince']","['Firecracker', 'Guards', 'Royal Recruits', 'Dark Prince', 'Executioner', 'Bats', 'Giant Skeleton', 'Mega Knight', 'Goblin Cage', 'P.E.K.K.A', 'Tesla', 'Royal Hogs']","[3, 0]",1
"['Bats', 'Wall Breakers', 'Bomber', 'Barbarian Barrel', 'Prince', 'Zap', 'Electro Wizard', 'Firecracker']","['Firecracker', 'Guards', 'Royal Recruits', 'Dark Prince', 'Executioner', 'Bats', 'Giant Skeleton', 'Mega Knight', 'Goblin Cage', 'P.E.K.K.A', 'Tesla', 'Royal Hogs']","[3, 0]",1
"['Goblins', 'Fire Spirit', 'Elixir Golem', 'Arrows', 'Rage', 'Mirror', 'Clone', 'Freeze']","['Firecracker', 'Guards', 'Royal Recruits', 'Dark Prince', 'Executioner', 'Bats', 'Giant Skeleton', 'Mega Knight', 'Goblin Cage', 'P.E.K.K.A', 'Tesla', 'Royal Hogs']","[0, 3]",0
"['Wall Breakers', 'Tesla', 'Dart Goblin', 'Goblin Drill', 'The Log', 'Fireball', 'Royal Delivery', 'Guards']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Knight', 'Firecracker', 'Ice Spirit', 'The Log', 'Hog Rider', 'Tesla', 'Goblins', 'Earthquake']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Archers', 'Bats', 'Little Prince', 'Arrows', 'Giant Snowball', 'Graveyard', 'Bowler', 'Giant']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 1]",0
"['Royal Recruits', 'Archers', 'Zappies', 'Fireball', 'Barbarian Barrel', 'Royal Hogs', 'Arrows', 'Goblin Cage']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Tesla', 'Skeletons', 'Knight', 'Ice Wizard', 'X-Bow', 'Rocket', 'Tornado', 'The Log']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Bomber', 'Knight', 'Goblin Giant', 'Mother Witch', 'Lightning', 'Fisherman', 'Little Prince', 'Arrows']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 1]",0
"['Bats', 'Royal Recruits', 'Earthquake', 'Arrows', 'Cannon', 'Mother Witch', 'Skeletons', 'Ice Spirit']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 1]",0
"['Giant Skeleton', 'Minions', 'Goblin Gang', 'Lava Hound', 'Skeleton Barrel', 'Arrows', 'Rascals', 'Clone']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[2, 0]",1
"['Bats', 'Wall Breakers', 'Arrows', 'Bandit', 'Mega Knight', 'Mini P.E.K.K.A', 'Archer Queen', 'Zap']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Mortar', 'Barbarian Barrel', 'Firecracker', 'Knight', 'Flying Machine', 'Cannon Cart', 'Electro Wizard', 'Royal Ghost']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 1]",0
"['Knight', 'Bats', 'Ice Spirit', 'Arrows', 'Mini P.E.K.K.A', 'Baby Dragon', 'Electro Wizard', 'Sparky']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Ice Wizard', 'Royal Hogs', 'Tornado', 'Wizard', 'Knight', 'Hog Rider', 'Goblin Gang', 'Bomber']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Tesla', 'Knight', 'Ice Spirit', 'Rocket', 'The Log', 'Goblin Barrel', 'Goblin Gang', 'Princess']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Skeletons', 'Hog Rider', 'Inferno Tower', 'Firecracker', 'Sparky', 'Arrows', 'Ice Spirit', 'Mega Knight']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Knight', 'Graveyard', 'Baby Dragon', 'Poison', 'Ice Wizard', 'Barbarian Barrel', 'Tombstone', 'Tornado']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 1]",0
"['Archers', 'Skeletons', 'Knight', 'The Log', 'X-Bow', 'Electro Spirit', 'Tesla', 'Fireball']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Mortar', 'Knight', 'Miner', 'Skeleton Dragons', 'The Log', 'Poison', 'Minions', 'Cannon Cart']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 1]",0
"['Barbarians', 'Bats', 'Graveyard', 'Baby Dragon', 'Little Prince', 'Bowler', 'Arrows', 'Giant Snowball']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Firecracker', 'Bats', 'Freeze', 'Archer Queen', 'Skeleton Army', 'Balloon', 'Mega Knight', 'Lumberjack']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Knight', 'Archers', 'Battle Ram', 'Poison', 'Minions', 'Zap', 'P.E.K.K.A', 'Royal Ghost']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[0, 2]",0
"['Bomber', 'Arrows', 'Golem', 'Mini P.E.K.K.A', 'Goblin Gang', 'Night Witch', 'Inferno Dragon', 'Lightning']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Bats', 'Archers', 'Little Prince', 'Prince', 'Dark Prince', 'Zap', 'Goblin Giant', 'Arrows']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Skeletons', 'Bats', 'Skeleton Barrel', 'Giant Skeleton', 'Skeleton King', 'Mother Witch', 'Tornado', 'Clone']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[3, 0]",1
"['Ice Spirit', 'Elite Barbarians', 'Lumberjack', 'Battle Ram', 'Magic Archer', 'Electro Wizard', 'Zap', 'The Log']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Firecracker', 'Valkyrie', 'Elite Barbarians', 'Wizard', 'Royal Hogs', 'Magic Archer', 'Mega Knight', 'Dark Prince']","['Firecracker', 'Skeletons', 'Hog Rider', 'Mighty Miner', 'The Log', 'Bomb Tower', 'Ice Spirit', 'Earthquake']","[1, 0]",1
"['Battle Healer', 'P.E.K.K.A', 'Dark Prince', 'Bowler', 'Executioner', 'Mother Witch', 'Tornado', 'Poison']","['Royal Recruits', 'Skeletons', 'Mini P.E.K.K.A', 'Elixir Collector', 'Skeleton Dragons', 'Goblin Giant', 'Arrows', 'Rage']","[1, 0]",1
"['Royal Giant', 'Mother Witch', 'Skeleton King', 'Zappies', 'Fisherman', 'Rage', 'Poison', 'Skeleton Army']","['Royal Giant', 'Firecracker', 'Barbarian Barrel', 'Lightning', 'Phoenix', 'Dark Prince', 'Goblins', 'Electro Spirit']","[0, 1]",0
"['Dart Goblin', 'Mega Knight', 'Goblin Barrel', 'Knight', 'Tesla', 'Bats', 'Hog Rider', 'Archer Queen', 'P.E.K.K.A', 'Goblin Gang', 'Goblin Hut', 'Ram Rider', 'Rage', 'Arrows', 'Royal Ghost', 'Princess']","['Bats', 'Barbarians', 'Lava Hound', 'Mega Minion', 'Balloon', 'Zap', 'Fireball', 'Guards', 'Knight', 'Archers', 'Goblin Barrel', 'Princess', 'Tesla', 'Goblin Gang', 'Rocket', 'The Log']","[4, 1]",1
